,Restaurant_Name,Inspection_Score,vp_total
11353,RESIDENCE INN PARK CENTRL,100,0.0
11354,HIGHLAND MART,96,4.0
11355,SUBWAY SANDWICHES,94,6.0
11356,BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,94,6.0
11357,BUDDIST CENTER OF DALLAS,100,0.0
11358,BURGER KING,98,2.0
11359,GREENSPOT MARKET & FUELS,98,2.0
11360,BENT TREE EXXON/ICE CREAM,98,2.0
11361,CUZCO CUISINE,95,5.0
11362,TACO PRONTO,82,18.0
11363,DOMINO'S PIZZA #6911,96,4.0
11364,JACK IN THE BOX,96,4.0
11365,EL FENIX,95,5.0
11366,PAYLESS FOOD & BEER WINE,98,2.0
11367,LE MERIDIEN DALLAS BY THE GALLERIA (CAFETERIA),96,4.0
11368,ZODIAC ROOM,100,0.0
11369,CITA'S SALSA,92,8.0
11370,LA MICHOACANA BAKERY & TACOS,90,10.0
11371,ANATOLE (JADE WATERS BAR & GRILL),99,1.0
11372,EINSTEIN BROS BAGELS,94,6.0
11373,ON ROTATION,97,3.0
11374,BIERNAT'S RESTAURANT,96,4.0
11375,WENDY'S #2051,88,12.0
11376,THAI WOK IN & GO,83,17.0
11377,TAQUERIA TAXCO,100,0.0
11378,FORUM AT PARK LANE,97,3.0
11379,SAM'S CLUB BAKERY,98,2.0
11380,RHOADS LEARNING CENTER,100,0.0
11381,FORUM AT PARK LANE - SKILLED NURSING - 1ST FLOOR,100,0.0
11382,STULTS RD ELEMENTARY,100,0.0
11383,FIRST BAPTIST MEDICAL CENTER,99,1.0
11384,DOLLAR TREE #6240,100,0.0
11385,TACO BUENO,90,10.0
11386,HILTON RESTAURANT,100,0.0
11387,R & R CAFE,100,0.0
11388,ACCENT FOOD SERVICES- 9TH FLOOR-TRINITY,100,0.0
11389,AFC SUSHI @ TOM THUMB #3570,98,2.0
11390,BELLAGREEN,99,1.0
11391,WHATABURGER,95,5.0
11392,CHICKEN EXPRESS,94,6.0
11393,SCHLOTZSKY'S,89,11.0
11394,FRAZINI'S PIZZA,64,36.0
11395,KING MARKET FOOD STORE #2,70,30.0
11396,CUZCO CUISINE,66,34.0
11397,CATFISH XPRESS-E-MORE,60,40.0
11398,7-ELEVEN STORE #34112,84,16.0
11399,MANGUITOS FRUTERIA,80,20.0
11400,ITALIA EXPRESS,87,13.0
11401,MANCHU WOK,93,7.0
11402,CAFE EXPRESS,83,17.0
11403,A-MOTION FOOD MART,80,20.0
11404,LA VICTORIA SPORTS BAR,87,13.0
11405,SOCIETY BAKERY,84,16.0
11406,PIZZA PATRON #0002,93,7.0
11407,MEGA BITES,83,17.0
11408,POPEYE'S,83,17.0
11409,BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,80,20.0
11410,JUANITAS TAQUERIA & CARNICERIA,62,38.0
11411,GOLDEN CHICK,84,16.0
11412,FOXY CO,89,11.0
11413,BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,87,13.0
11414,PIZZA HUT,90,10.0
11415,MOD MARKET,91,9.0
11416,MILO BUTTERFINGERS,85,15.0
11417,6866 SHADY BROOK LLC,84,16.0
11418,EMPORIUM PIES,96,4.0
11419,UPTOWN THAI MARKET,64,36.0
11420,LIBERTY BURGERS,76,24.0
11421,CREAMISTRY,86,14.0
11422,MUQADAS BAKERY AND RESTAURANT,87,13.0
11423,TACOS Y MAS,81,19.0
11424,FRUTTI PALETERA & REFRESQUERIA,90,10.0
11425,MCDONALDS,98,2.0
11426,NORTHWOOD EMPLOYEE LUNCHROOM,96,4.0
11427,ALOFT/ELEMENT CATERING KITCHEN,100,0.0
11428,FROSTED ART,88,12.0
11429,VELVET TACO,84,16.0
11430,EXTENDED STAY AMERICA #9709,96,4.0
11431,YOGURT LAND,90,10.0
11432,TIENDA MI MEXICO,88,12.0
11433,DONUT HOUSE,80,20.0
11434,PANADERIA Y RESTAURANTE MORAZAN,85,15.0
11435,COST PLUS WORLD MARKET,96,4.0
11436,HEIGHT PREPARATORY SCHOOL KITCHEN,94,6.0
11437,LISA'S SOUL FOOD CAFE,85,15.0
11438,HAMPTON INN AND SUITES HOTEL FLOOR 2,96,4.0
11439,ALL N GO,89,11.0
11440,YOGIS,88,12.0
11441,GRANDMAS' BAKERY,93,7.0
11442,BUDA JUICE,90,10.0
11443,SUBWAY,89,11.0
11444,EL MERENDERO RESTAURANT,69,31.0
11445,TACOS Y MAS,80,20.0
11446,WAL-MART #5823 MEAT/FISH,90,10.0
11447,STEMMON'S CAFE & GRILL,83,17.0
11448,PIZZA PATRON #0027,93,7.0
11449,CHURCH'S CHICKEN #1687,87,13.0
11450,GREEN BAR,80,20.0
11451,NURUNGJI CHICKEN,94,6.0
11452,SMART MART,77,23.0
11453,MILK AND CREAM,91,9.0
11454,MARISCOS Y REPOSTERIA GUADALAJARA,68,32.0
11455,THREE BIRDS,84,16.0
11456,GUCKENHEIMER,95,5.0
11457,LONCHERIA CERVERIA 'EL PA,82,18.0
11458,CEVICHE,80,20.0
11459,TJ CAJUN SEAFOOD & WINGS,80,20.0
11460,LOVE'S COUNTRY STORE #294,86,14.0
11461,PARTENOPE,83,17.0
11462,MR. WONG'S CHICHEN & RICE,93,7.0
11463,ON ROTATION,99,1.0
11464,DOLLAR TREE,95,5.0
11465,ZIZIKI'S,83,17.0
11466,3RD FL SOUTH WING LVL3,96,4.0
11467,WHATABURGER #559,81,19.0
11468,BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,84,16.0
11469,AFRIKA FUSION,75,25.0
11470,LAKEWOOD ELEM SCHOOL,100,0.0
11471,BERKSHIRE CAFE,92,8.0
11472,PLEASANT GROVE DONUTS,100,0.0
11473,STARBUCKS,89,11.0
11474,TEXAS CATERING,91,9.0
11475,MESQUITE SPORTS BAR,84,16.0
11476,TAKO,89,11.0
11477,FIVE STAR PREMIER RESIDENCES OF DAL,80,20.0
11478,HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS,92,8.0
11479,GARNISH KITCHEN,85,15.0
11480,TAQUERIA MICHILADAS,90,10.0
11481,GARIBALDI SPORTSBAR & RESTAURANT,80,20.0
11482,GIGI'S CUPCAKES,91,9.0
11483,7-ELEVEN CONVENIENCE #35412A,68,32.0
11484,WING STOP,94,6.0
11485,7-ELEVEN #35531,93,7.0
11486,PAPA JOHN'S PIZZA #815,88,12.0
11487,PHILLY TOWN,80,20.0
11488,HENK'S EUROPEAN DELI,90,10.0
11489,HAMPTON PREP PRIMARY,86,14.0
11490,UPTOWN THAI MARKET,89,11.0
11491,CITY COUNCIL RESTAURANT & BAR,70,30.0
11492,CICI'S PIZZA RESTAURANT,94,6.0
11493,BIRRIERIA AGUINAGA,83,17.0
11494,EL MIGUELENO CAFE,66,34.0
11495,MING PLACE CHINA BISTRO,85,15.0
11496,TOM THUMB #3650 DELI,100,0.0
11497,RAINBOW ICE CREAM SHOP #1,87,13.0
11498,AIR CULINAIRE,87,13.0
11499,0,87,13.0
11500,NIWA JAPANESE BBQ,85,15.0
11501,LOUISIANA CRAB SHACK II,83,17.0
11502,CAFE MADRID,81,19.0
11503,SUBWAY,94,6.0
11504,CHICK-FIL-A,90,10.0
11505,TACOLICIOUS,85,15.0
11506,FIESTA DE FRUTAS,92,8.0
11507,RALPH'S PIZZA,95,5.0
11508,EL BOTANERO BAR,74,26.0
11509,GRACIELA BAKERY,72,28.0
11510,LIZARD LOUNGE UPSTAIRS,91,9.0
11511,KELLY FOOD MART,90,10.0
11512,THE SMOKEY JOES BBQ,84,16.0
11513,LAS GUERAS RESTAURANT,92,8.0
11514,I.CE.NY,76,24.0
11515,BURGER KING,84,16.0
11516,7-ELEVEN,93,7.0
11517,CC YOUNG LEVEL 6 (SKILLED NURSING CAFE),100,0.0
11518,HALL'S HONEY-FRIED CHICKEN - MD,90,10.0
11519,WISHIRE BAPTIST CHURCH,92,8.0
11520,YAMA SUSHI JAPANESE RESTAURANT,84,16.0
11521,FLYING FISH,92,8.0
11522,DOMINO'S PIZZA #6984,80,20.0
11523,7-11,91,9.0
11524,ROYAL WOK RESTAURANT,82,18.0
11525,PAYLESS FUEL CENTER COIT/635 / TACO CASA,85,15.0
11526,CAFE DE FRANCE,91,9.0
11527,TACO JOINT,95,5.0
11528,WENDY'S #7971,85,15.0
11529,KOMART MARKET PLACE DELI/FOOD COURT,73,27.0
11530,7-ELEVEN #35402,93,7.0
11531,SCOTTIE'S GROCERY,80,20.0
11532,LITTLE CAESARS,88,12.0
11533,TACO JOINT,80,20.0
11534,CHURCH'S CHICKEN #224,89,11.0
11535,LUCK RESTAURANT,83,17.0
11536,HARRYHINES SHELL,69,31.0
11537,PIZZA HUT/WINGSTREET,88,12.0
11538,PALAPAS SEAFOOD BAR,65,35.0
11539,VILLAGE BAKING CO.,81,19.0
11540,STARBUCKS,80,20.0
11541,ZAPP KITCHEN LAO & THAI STREETS EATS LLC,67,33.0
11542,NEVERIA LA MEXICANA,84,16.0
11543,ANTHONY'S EATALIAN PIZZA,90,10.0
11544,EL FENIX,96,4.0
11545,7-ELEVEN STORE #21104,84,16.0
11546,TIGER MART 35,83,17.0
11547,OVERTON TEXACO (KRISPY CRUNCHY),80,20.0
11548,TACOS PANCHO,64,36.0
11549,PASTELERIA UNIVERSO,89,11.0
11550,ROTI MEDITERRANIAN GRILL,96,4.0
11551,CESAR'S TACOS,67,33.0
11552,EPHESUS MEDITTERREAN GRILL,94,6.0
11553,FLASH MART #1,78,22.0
11554,SOCIAL CHICKEN,89,11.0
11555,MARIE GABRIELLES,88,12.0
11556,SUBWAY #24110,85,15.0
11557,WILLIAMS CHICKEN,90,10.0
11558,YEMBOL AFRICAN RESTAURANT,81,19.0
11559,MI COCINA HERNANDEZ,83,17.0
11560,RUSH 24/7 #3,82,18.0
11561,LA MOVIDA GRILL & BAR,85,15.0
11562,SUBWAY SANDWICHES,80,20.0
11563,BO'S CHICKEN & SEAFOOD,89,11.0
11564,CHURCH'S CHICKEN #80,80,20.0
11565,FORMULA WELLNESS,92,8.0
11566,CESAR'S TACOS,74,26.0
11567,CICI'S PIZZA #7012,85,15.0
11568,SONIC DRIVE IN,90,10.0
11569,DAILY BUFFET,80,20.0
11570,WHEATLAND SUBWAY,86,14.0
11571,INAGU,83,17.0
11572,IRMA LERMA RANGEL SCHOOL,96,4.0
11573,ROYAL CHINA,83,17.0
11574,AL KABOB GRILL & CAFE,69,31.0
11575,PAYLESS FUEL CENTER TAQUERIA,89,11.0
11576,STARBUCKS COFFEE #6248,95,5.0
11577,COUNTRY INN AND SUITES,73,27.0
11578,INWOOD THEATRE CONCESSION,86,14.0
11579,KROGER CLICK-LIST SERVICE,93,7.0
11580,LORENZO HOTEL (12TH FLOOR),99,1.0
11581,OSTION AZUL,78,22.0
11582,"AG FOODS, LLC",84,16.0
11583,BREADWINNERS CAFE & BAKERY,98,2.0
11584,CAFE MADRID,83,17.0
11585,RJ MEXICAN CUISINE,81,19.0
11586,HAMPTON INN,87,13.0
11587,DEL SUR TACOS,95,5.0
11588,TORTAS LAS TORTUGAS,86,14.0
11589,GOLDEN CHICK,76,24.0
11590,FIVE GUYS BURGERS AND FRIES,91,9.0
11591,CAFE MTV,71,29.0
11592,LA MADELINE FRENCH BAKERY,89,11.0
11593,RUBY RESTAURANT LLC,80,20.0
11594,WINGSTOP,89,11.0
11595,FITO'S TACOS DE CABEZA,81,19.0
11596,SONIC DRIVE IN,94,6.0
11597,KNOCKOUT SPORTS BAR,82,18.0
11598,DESPERADOS,83,17.0
11599,LA QUINTA INN/SUITES,93,7.0
11600,NORDSTROM EXPRESSO BAR,88,12.0
11601,SOUTH PAW'S,94,6.0
11602,LITTLE BIT SPORTS CLUB,80,20.0
11603,DJ'S SPORTS BAR & GRILL,83,17.0
11604,STOCKS & BONDY,98,2.0
11605,GOLDEN CHICK,96,4.0
11606,CASA DE MONTECRISTO,91,9.0
11607,EZ CONVENIENCE,76,24.0
11608,VALERO CORNER STORE #2266,91,9.0
11609,LEGACY FUEL STOP,73,27.0
11610,UNLEAVENED FRESH KITCHEN,75,25.0
11611,PIZZA GETTI,92,8.0
11612,TEJAS QUICK WASH,88,12.0
11613,SHINCHON ORIENTAL MARKET,83,17.0
11614,EL MICHOACANO RESTAURANTE,92,8.0
11615,ROCKY MOUNTAIN CHOCOLATE FACTORY,93,7.0
11616,TAQUERIA TAXCO,80,20.0
11617,TACOLICIOUS,88,12.0
11618,VALERO STORE #730,85,15.0
11619,CHUBBY'S RESTAURANT & BAKERY,66,34.0
11620,AU BON PAIN,93,7.0
11621,NOTHING BUNDT CAKES,94,6.0
11622,CESAR'S TACOS,82,18.0
11623,BURGER KING,95,5.0
11624,BOSTON MARKET #0325,87,13.0
11625,EZ CONVENIENCE,77,23.0
11626,BROADWAY PIZZA,98,2.0
11627,WENDY'S #10774,91,9.0
11628,TACO CASA,94,6.0
11629,CVS PHARMACY,90,10.0
11630,MADISON 1925 LLC- RESTAURANT 2,80,20.0
11631,EL SAVZ,95,5.0
11632,ROLINGO DALLAS LLC,70,30.0
11633,SALVATION ARMY,84,16.0
11634,ADORA MIDTOWN PARK (2nd FLOOR),94,6.0
11635,NEW HAUS EXPRESS,86,14.0
11636,ADERRT GRILL & SALAD,75,25.0
11637,FAMILY KARAOKE,85,15.0
11638,FELIX G BOTELLO PERSONALIZED LEARING ELEMENTRY,94,6.0
11639,COUNTRY INN AND SUITES,85,15.0
11640,GATEWAY,95,5.0
11641,SALIS PIZZA & PASTA,70,30.0
11642,TORTILLERIA LA ESPIGA,84,16.0
11643,PEI WEI ASIAN DINER,89,11.0
11644,EGG ROLL YEH'S,70,30.0
11645,CORNER BAKERY CAFE,95,5.0
11646,GOLDEN CHICK,85,15.0
11647,PICASSO'S PIZZA,72,28.0
11648,WALMART #0949 BAKERY,95,5.0
11649,MEAT/RESTAURANT,82,18.0
11650,TAQUERIA TAXCO,70,30.0
11651,ALOFT/ELEMENT CATERING KITCHEN,96,4.0
11652,SAM FOOD & BEER,73,27.0
11653,BE YOU NUTRITION,87,13.0
11654,TAQUERIA MI TIERRITA,91,9.0
11655,IN & OUT FOOD MART,87,13.0
11656,CAFE PYALA RESTAURANT & CATERING,87,13.0
11657,"ASIAN CUISINE CONCEPTS, LLC",87,13.0
11658,HILTON DALLAS LINCOLN CENTRE - L'EXPRESS,92,8.0
11659,CHICK-FIL-A,89,11.0
11660,PEKERS,97,3.0
11661,PAYLESS CONVENIENCE,70,30.0
11662,PAPA JOHN'S PIZZA,80,20.0
11663,TOM THUMB #2990 - DELI,83,17.0
11664,TORTILLA'S MEXICO,90,10.0
11665,FLYING J,80,20.0
11666,USA DONUTS,74,26.0
11667,BUCKNER TIGER MART #76,90,10.0
11668,THE MANHATTEN CLUB,86,14.0
11669,SMOOTHIE KING,87,13.0
11670,SWEET BASIL,94,6.0
11671,PIE TAP,80,20.0
11672,SHANGHAI,80,20.0
11673,EL CENTRO SUPERMARKET,80,20.0
11674,EL PARAISO RESTAURANT & BAR,89,11.0
11675,PIZZA PATRON #0005,81,19.0
11676,CRISPY CHICKEN AND RICE,82,18.0
11677,KROGER #511 (BAKERY),95,5.0
11678,PALETERIA EL REY,83,17.0
11679,MCDONALDS,100,0.0
11680,MARU GROCERY,90,10.0
11681,WAL-MART #3341 DELI,87,13.0
11682,TRINITY RIVER MISSION,93,7.0
11683,AMERICAS BEST WINGS,81,19.0
11684,DAIRY QUEEN,89,11.0
11685,303 BAR & GRILL,73,27.0
11686,LA MICHOACANA (TAQUERIA),66,34.0
11687,PUPUSAS-A-GOGO,97,3.0
11688,RIVERVIEW CAFE & GRILL,88,12.0
11689,PIZZA PATRON #110,91,9.0
11690,DAIRY WAY,80,20.0
11691,MARRIOTT COURTYARD,89,11.0
11692,LINDY'S,91,9.0
11693,BASKIN ROBBIN'S,93,7.0
11694,FRUTERIA CANO,88,12.0
11695,TORCHYS TACOS #17,80,20.0
11696,STAND/HOME SIDE,100,0.0
11697,MASSIMO'S BAKERY,84,16.0
11698,TACO BELL/LONG JOHN SILVERS #368,92,8.0
11699,CINDI'S DELI & BAKERY,75,25.0
11700,RED CURRY THAI CUISINE,90,10.0
11701,TJ'S FRESH SEAFOOD MARKET & GRILL,95,5.0
11702,AFC SUSHI @TOM THUMB #2642,93,7.0
11703,GOLDEN CHICK,87,13.0
11704,D CAFE,87,13.0
11705,GO 4IT SPORTS GRILL,86,14.0
11706,DIAMOND J'S GROCERY DELI MART,89,11.0
11707,WENDY'S #2415,93,7.0
11708,BBQ KING,67,33.0
11709,BODY RE FUEL 2,92,8.0
11710,BRAUM'S ICE CREAM #258,80,20.0
11711,WILLIAMS PREP,92,8.0
11712,REVIVING LIVES BAPTIST CHURCH INC,85,15.0
11713,LA PANADERIA CHICHEN-ITZA,83,17.0
11714,PHIL'S PHILLY GRILL,92,8.0
11715,SOCIETY BAKERY LLC,91,9.0
11716,HONG KONG RESTAURANT,95,5.0
11717,ROLINGO DALLAS LLC,81,19.0
11718,KIPP EWING CHARTER SCHOOL CAFETERIA,85,15.0
11719,MORELIA MEXICAN RESTAURNT,82,18.0
11720,RESTAURANT BAR COCO-LOCO,84,16.0
11721,MR K CONVENIENCE STORE,88,12.0
11722,KWIK MART VALERO,80,20.0
11723,HARMONY ELEMENTARY CAFETERIA,89,11.0
11724,COOL RIVER CAFE CRC01,91,9.0
11725,ALADDIN FOOD SERVICE,95,5.0
11726,SUBWAY,90,10.0
11727,LAS GUERAS RESTAURANT,86,14.0
11728,FAT STAWS,92,8.0
11729,DOMINO'S PIZZA #6984,80,20.0
11730,CHARLEY'S GRILLED SUBS,91,9.0
11731,LA QUINTA,78,22.0
11732,JASON'S DELI,98,2.0
11733,PIZZA PATRON,90,10.0
11734,ROMA'S PIZZA & GRILL,82,18.0
11735,DONUT PALACE,89,11.0
11736,COMMUNITY BEER,90,10.0
11737,REFRESQUIERIA SAN LUIS,90,10.0
11738,RESTAURANT & BAR MONTERREY,67,33.0
11739,LEKKA,87,13.0
11740,LEMONGRASS THAI EATERY,87,13.0
11741,YOUNS MARKET,80,20.0
11742,CANTINA EL CUBETAZO,94,6.0
11743,FRUTERIA CANO,70,30.0
11744,STARBUCKS COFEE,94,6.0
11745,SUZE,85,15.0
11746,OVERTON TEXACO (KRISPY CRUNCHY),80,20.0
11747,MAMA'S DAUGHTER'S DINER,63,37.0
11748,INDIA CHAAT CAFE,90,10.0
11749,TACO BELL,92,8.0
11750,WENDY'S #2415,85,15.0
11751,MARIO'S MEXICAN & SALVADORIAN,80,20.0
11752,CIELO CREATIONS,84,16.0
11753,POPEYES,80,20.0
11754,TAQUERIA LA SALSA VERDE (INSIDE),86,14.0
11755,WHICH WICH,85,12.0
11756,KU SUSHI,81,19.0
11757,E RAE KOREAN RESTAURANT,60,40.0
11758,CARNCERIA MEXICO TAQUERIA,92,8.0
11759,HOFFBRAU STEAKS,85,15.0
11760,TACOS Y MAS,87,13.0
11761,TOP POT DOUGHNUTS,88,12.0
11762,CHARCO BROILER STEAK,80,20.0
11763,NAMOO KOREAN RESTAURANT HOUSE OF TREES,90,10.0
11764,PANDA EXPRESS #629,96,4.0
11765,LIPSTICK GENTLEMAN'S CLUB,91,9.0
11766,PAISANITA TAQUERIA,86,14.0
11767,FLETCHERS NOVELTY SHOP @ SOUTHERN SKATES ROLLER PK,95,5.0
11768,STARBUCKS,92,8.0
11769,DADDY MAC'S CHICKEN,81,19.0
11770,SPIN NEAPOLITAN PIZZA,85,15.0
11771,GABRIELA & SOPIA'S TEX-MEX,87,13.0
11772,FRESHII,80,20.0
11773,LITTLE CEASERS,90,10.0
11774,CARNITAS LA COTORRA,80,20.0
11775,MR. MESERO,89,11.0
11776,GREENZ,85,15.0
11777,T C GROCERY,80,20.0
11778,SOUTHPAWS,84,16.0
11779,ANTOJITOS LUPITA PUPUSERIA Y TAQUERIA,96,4.0
11780,TRUCK STOP MEXICAN FOOD,80,20.0
11781,TACO Y MAS,72,28.0
11782,POPEYE'S,97,3.0
11783,KENNEDY-CURRY MIDDLE SCHOOL,97,3.0
11784,FORMOSA EXPRESS,92,8.0
11785,JACK IN THE BOX #4824,86,14.0
11786,QUIK TRIP,91,9.0
11787,PAPA MURPHY'S TAKE N' BAKE PIZZA,95,5.0
11788,CHURCH'S CHICKEN #35,92,8.0
11789,BURGER ISLAND,80,20.0
11790,FITOS TAQUERIA,80,20.0
11791,WAL-MART NEIGHBORHOOD/DELI,84,16.0
11792,SAN MIGUEL RESTAURANT,80,20.0
11793,YOKOHAMA JAPANESE RESTAURANT,90,10.0
11794,THE JUNGLE BURGER,80,20.0
11795,PEACHTREE FOOD,72,28.0
11796,"MIJAS CAFETERIA, LLC",88,12.0
11797,THE EGG & I,92,8.0
11798,STACKHOUSE BURGERS,79,21.0
11799,RORO'S BAKING COMPANY,83,17.0
11800,7-11CONVENIENCE STORE #34111,86,14.0
11801,TMGM @ KEETON PARK GOLF COURSE,89,11.0
11802,PAESANOS CAFE,90,10.0
11803,JACK IN THE BOX #3865,84,16.0
11804,ORNO,90,10.0
11805,HOWARD WANG CHINA GRILL,81,19.0
11806,ZAPP KITCHEN LAO & THAI STREETS EATS LLC,80,20.0
11807,PHO BOWL,78,22.0
11808,TAQUERIA PEDRITOS,80,20.0
11809,AL'S PIZZERIA,80,20.0
11810,DIAMOND DONUTS,80,20.0
11811,BIRRIERIA AGUNAGA,68,32.0
11812,VISTA ACADEMY OF DALLAS,86,14.0
11813,JACK IN THE BOX,85,15.0
11814,WENDY'S #2415,95,5.0
11815,TROMPO MEXICAN FOOD,86,14.0
11816,MR. WONG'S CHICHEN & RICE,94,6.0
11817,PARK LANE CAFE,80,20.0
11818,LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCHOOL,99,1.0
11819,FAT STRAWS BUBBLE TEA,91,9.0
11820,WALMART #3014 - DELI,86,14.0
11821,GOOD COMPANIONS,97,3.0
11822,TOM THUMB #3597 BAKERY,100,0.0
11823,LUNCH TIME INC.,90,10.0
11824,CHURCH'S CHICKEN #119,83,17.0
11825,RACETRAC PETROLEUM #569,94,6.0
11826,CROOKED TREE COFFEE HOUSE,74,26.0
11827,WHISTLE BRITCHES,81,19.0
11828,WHOLE FOODS MARKET (BAKERY),94,6.0
11829,DADDY MAC'S CHICKEN,80,20.0
11830,MURPHY EXPRESS #8835,100,0.0
11831,SAM'S CLUB GROCERY,85,15.0
11832,EL RANCHO #25 - TAQUERIA/PULAPA,80,20.0
11833,WENDY'S #30,89,11.0
11834,7-ELEVEN STORE #21104,90,10.0
11835,JBC MARKET,80,20.0
11836,FITOS 4,86,14.0
11837,HERNANDEZ,89,11.0
11838,NEW QUICK WAY MART NO.3,86,14.0
11839,CITY TAVERN,74,26.0
11840,WENDY'S #302,92,8.0
11841,CABARET ROYALE,86,14.0
11842,LA MADELEINE,83,17.0
11843,KROGER SW 509/CHEESE/OLIVE DELI,89,11.0
11844,TORTERIA INSURGENTES,88,12.0
11845,HAWTHORN DALLAS NEAR THE GALLERIA,85,15.0
11846,GODIVA CHOCOLATIER,95,5.0
11847,EASY SHOP,80,20.0
11848,YUTAKA SUSHI,92,8.0
11849,ROYAL WOK RESTAURANT,88,12.0
11850,SNAP KITCHEN,100,0.0
11851,CENTERPLATE BBQ #12 - KIOSK,100,0.0
11852,FOXY CO,80,20.0
11853,M. TACUBAYA,80,20.0
11854,FIESTA MART #68 / BAKERY,95,5.0
11855,M&P'S KITCHEN,86,14.0
11856,EPISCOPAL SCHOOL OF DLS,85,15.0
11857,FUJI FOOD,92,8.0
11858,RUSH BOWLS,86,14.0
11859,TAQUERIA LA TEJANITA,90,10.0
11860,GOLDEN CHICK,78,22.0
11861,B-Z MART,88,12.0
11862,CK 101,87,13.0
11863,DOMINO'S PIZZA,97,3.0
11864,PAPPY'S OLD FASHIONED HAMBURGERS,88,12.0
11865,CHIC BAKERY,85,15.0
11866,BUCA DI BEPPO,84,16.0
11867,AA SHELL,92,8.0
11868,HIGHER GROUNDS,89,11.0
11869,HENRIQUE'S,80,20.0
11870,7-ELEVEN,80,20.0
11871,KOMALI,82,18.0
11872,GOOD LUCK DRIVE IN #3,90,10.0
11873,VALERO CORNER STORE # 2268,77,23.0
11874,ANGELA'S CAFE & DELI,89,11.0
11875,EAGLE TRAVEL CENTER #1/KITCHEN,83,17.0
11876,BRAUM'S ICE CREAM #185,91,9.0
11877,CANTINA LAREDO,92,8.0
11878,BABYDOLL'S TOPLESS SALOON,89,11.0
11879,PALETERIA MICHOCANA,87,13.0
11880,NATURE'S PLATE,87,13.0
11881,FITOS TACOS DE TROMPO,70,30.0
11882,JUSMEX,84,16.0
11883,STANLEY'S CATFISH INN,92,8.0
11884,ALOFT/ELEMENT BREAKFAST AREA- PREP AREA,92,8.0
11885,CINCO TACO BAR,86,14.0
11886,SWEET GEORGIA BROWN,80,20.0
11887,RAINBOW ICE CREAM SHOP #2,90,10.0
11888,BIDA RANG DONG,88,12.0
11889,FUDDRUCKERS,68,32.0
11890,7-ELEVEN,92,8.0
11891,GOLDEN CHICK,80,20.0
11892,HOLIDAY INN EXPRESS,85,15.0
11893,COIT DONUT,89,11.0
11894,EL CHAROLAZO COMIDA MEXICANA CON SABOR,86,14.0
11895,PHO ANAH,74,26.0
11896,PHO 95 INC,83,17.0
11897,FREENEY'S BBQ,75,25.0
11898,HARRYHINES SHELL,78,22.0
11899,EL PUEBLO MEXICAN RESTAURANT,87,13.0
11900,PORTA DI ROMA,84,16.0
11901,GIOVANNI'S RESTAURANT,87,13.0
11902,FISH BONE GRILL,66,34.0
11903,DAILY DAWN DONUTS,83,17.0
11904,LOOK CINEMA,93,7.0
11905,SPEC'S LIQUOR #150,80,20.0
11906,EL GORDO,82,18.0
11907,EUREST DINING,88,12.0
11908,GRAND CITY GROCERIES,94,6.0
11909,HAYSTACK BURGERS & BARLEY,85,15.0
11910,SMOOTHIE FACTORY,86,14.0
11911,VERONA ITALIAN CAFE,86,14.0
11912,SI TAPAS RESTAURANT BAR,81,19.0
11913,WALGREENS #06660,91,9.0
11914,GYM CONCESSION STAND,81,19.0
11915,DIVINOS PIZZARIA,80,20.0
11916,SUBWAY SANDWICHES,90,10.0
11917,KIEST BLVD SHELL - DELI,86,14.0
11918,ROYAL THAI,70,30.0
11919,BELLATRINO PIZZERIA & CUCINA,88,12.0
11920,7-ELEVEN,93,7.0
11921,WHOLE FOODS MARKET (COFFEE/JUICE BAR),90,10.0
11922,WAFFLE HOUSE,91,9.0
11923,SAN FRANCISCO ROSE,68,32.0
11924,PUPUSERIA CAROLINA,86,14.0
11925,15789 THE MERCHANT AT LOWER GREENVILLE,92,8.0
11926,WINGSTOP,73,27.0
11927,TACO QUENTA,75,25.0
11928,BBVA COMPASS CORNERSTONE CENTRALIZATION,82,18.0
11929,CARNCERIA MEXICO,88,12.0
11930,MIDWAY BEVERAGE,83,17.0
11931,WINGSTOP,89,11.0
11932,CAFE EXPRESS,88,12.0
11933,MARISCOS LA REYNA #3,69,31.0
11934,SCHLOTZSKY'S,90,10.0
11935,7-ELEVEN CONVENIENCE STORE #39265,90,10.0
11936,NORTHPOINT DELI,86,14.0
11937,FRUITLANDIA,83,17.0
11938,EL PAISANO,70,30.0
11939,HOLIDAY INN EXPRESS & SUITES DALLAS WEST,91,9.0
11940,THE FAMILY PLACE,78,22.0
11941,HONDU MAYA LATIN CUISINE,82,18.0
11942,SWIFT-T,77,23.0
11943,LA PERLA BAKERY,88,12.0
11944,KAY'S RESTAURANT & BAR,86,14.0
11945,MJ'S CHICKEN & RICE,81,19.0
11946,SOUTHERN MAID DONUTS,85,15.0
11947,PIE TAP,80,20.0
11948,KFC,90,10.0
11949,BRUEGGAR'S BAGELS,89,11.0
11950,KO MO NE,82,18.0
11951,KFC,90,10.0
