Year,Country,Life_Expectancy,Region,Income_Group,Alcohol,BMI,HIV_AIDS,Measles,Schooling,Healthcare_Expenditure
2013,Bhutan,69.1,South Asia,Lower middle income,0.01,22.7,0.6,0,12.6,19.79057439
2014,Bhutan,69.4,South Asia,Lower middle income,0.01,23.6,0.5,0,12.5,209.3921344
2012,Bhutan,68.7,South Asia,Lower middle income,0.01,21.9,0.6,1,12.3,188.7373664
2011,Bhutan,68.3,South Asia,Lower middle income,0.23,21.1,0.5,10,11.9,289.8524057
2010,Bhutan,67.9,South Asia,Lower middle income,0.28,2.3,0.5,21,11.4,244.0391949
2009,Bhutan,67.4,South Asia,Lower middle income,0.17,19.5,0.4,6,10.9,27.48907048
2008,Bhutan,67,South Asia,Lower middle income,0.21,18.8,0.4,7,10.5,302.667579
2007,Bhutan,66.5,South Asia,Lower middle income,0.16,18,0.3,11,10.1,283.806236
2006,Bhutan,65.8,South Asia,Lower middle income,0.29,17.4,0.3,2,9.6,169.2023968
2005,Bhutan,65,South Asia,Lower middle income,0.73,16.7,0.3,11,9.2,145.5965445
2004,Bhutan,64.2,South Asia,Lower middle income,0.96,16.1,0.3,3,8.8,2.586698228
2003,Bhutan,63.3,South Asia,Lower middle income,0.52,15.5,0.2,0,8.4,19.15664091
2002,Bhutan,62.5,South Asia,Lower middle income,0.29,14.9,0.1,27,8,151.9755193
2001,Bhutan,61.7,South Asia,Lower middle income,0.14,14.4,0.1,756,7.6,8.574029812
2000,Bhutan,62,South Asia,Lower middle income,0.17,13.9,0.1,418,7.3,93.35872844
2004,Bolivia,65.1,Latin America & Caribbean,Lower middle income,2.66,45.4,0.2,0,14.6,0
2003,Bolivia,64.5,Latin America & Caribbean,Lower middle income,2.37,44.7,0.2,0,14.4,0
2005,Bolivia,65.7,Latin America & Caribbean,Lower middle income,2.86,46,0.2,0,14.4,0
2006,Bolivia,66.2,Latin America & Caribbean,Lower middle income,3.23,46.7,0.2,0,14.3,0
2007,Bolivia,66.8,Latin America & Caribbean,Lower middle income,3.47,47.3,0.2,0,14.1,0
2002,Bolivia,63.9,Latin America & Caribbean,Lower middle income,2.26,44,0.1,0,14,0
2008,Bolivia,67.4,Latin America & Caribbean,Lower middle income,3.77,48,0.2,0,14,0
2014,Bolivia,74,Latin America & Caribbean,Lower middle income,3.62,51.9,0.1,0,13.8,0
2013,Bolivia,71,Latin America & Caribbean,Lower middle income,3.78,51.2,0.1,0,13.8,0
2009,Bolivia,68,Latin America & Caribbean,Lower middle income,3.87,48.6,0.2,0,13.8,0
2012,Bolivia,69.8,Latin America & Caribbean,Lower middle income,3.89,5.6,0.1,0,13.8,0
2011,Bolivia,69.3,Latin America & Caribbean,Lower middle income,3.93,49.9,0.2,0,13.8,0
2010,Bolivia,68.7,Latin America & Caribbean,Lower middle income,3.95,49.3,0.2,0,13.8,0
2001,Bolivia,63.3,Latin America & Caribbean,Lower middle income,2.2,43.3,0.1,0,13.7,0
2000,Bolivia,62.6,Latin America & Caribbean,Lower middle income,2.32,42.6,0.1,122,13.3,0
2014,BosniaandHerzegovina,77.2,Europe & Central Asia,Upper middle income,4.03,55.3,0.1,3000,14.2,732.8662491
2013,BosniaandHerzegovina,77,Europe & Central Asia,Upper middle income,4.12,54.7,0.1,0,14.2,75.61062911
2012,BosniaandHerzegovina,76.8,Europe & Central Asia,Upper middle income,4.61,54.2,0.1,22,13.9,693.8226461
2011,BosniaandHerzegovina,76.9,Europe & Central Asia,Upper middle income,4.64,53.7,0.1,10,13.4,7.959131146
2010,BosniaandHerzegovina,76.4,Europe & Central Asia,Upper middle income,4.54,53.1,0.1,45,13.3,630.3883564
2009,BosniaandHerzegovina,76.1,Europe & Central Asia,Upper middle income,4.75,52.6,0.1,22,13.3,645.021302
2008,BosniaandHerzegovina,76,Europe & Central Asia,Upper middle income,5.13,52.1,0.1,8,13.1,66.04635027
2007,BosniaandHerzegovina,75.4,Europe & Central Asia,Upper middle income,5.16,51.5,0.1,166,12.9,8.240355867
2006,BosniaandHerzegovina,75.7,Europe & Central Asia,Upper middle income,4.82,51,0.1,17,12.7,38.25414065
2005,BosniaandHerzegovina,75,Europe & Central Asia,Upper middle income,4.56,5.5,0.1,23,12.5,45.71354264
2004,BosniaandHerzegovina,75.5,Europe & Central Asia,Upper middle income,4.25,49.9,0.1,28,12.3,3.479918859
2003,BosniaandHerzegovina,75.2,Europe & Central Asia,Upper middle income,4.14,49.4,0.1,18,12.1,39.86518043
2002,BosniaandHerzegovina,75.4,Europe & Central Asia,Upper middle income,3.84,48.8,0.1,28,11.9,151.1399301
2001,BosniaandHerzegovina,74.9,Europe & Central Asia,Upper middle income,3.85,48.2,0.1,0,11.6,143.2947487
2000,BosniaandHerzegovina,74.6,Europe & Central Asia,Upper middle income,3.64,47.6,0.1,43,0,165.6168642
2014,Botswana,65.1,Sub-Saharan Africa,Upper middle income,0.01,37.3,2.3,1,12.6,662.802194
2013,Botswana,64.2,Sub-Saharan Africa,Upper middle income,0.01,36.8,2.8,1,12.6,1.117811275
2012,Botswana,63.4,Sub-Saharan Africa,Upper middle income,0.01,36.2,4.4,7,12.5,12.83447357
2011,Botswana,62.2,Sub-Saharan Africa,Upper middle income,5.76,35.7,5.5,8,12.4,668.9562854
2010,Botswana,61.1,Sub-Saharan Africa,Upper middle income,5.99,35.2,6.2,853,12.3,547.0386679
2009,Botswana,59.2,Sub-Saharan Africa,Upper middle income,5.01,34.7,9,184,12.2,426.7855662
2007,Botswana,56.9,Sub-Saharan Africa,Upper middle income,6.21,33.7,13.4,1,12.1,512.5887995
2008,Botswana,57.5,Sub-Saharan Africa,Upper middle income,6.56,34.2,12.7,0,12.1,476.8625872
2005,Botswana,51.7,Sub-Saharan Africa,Upper middle income,6.37,32.7,20.6,5,11.9,629.8425643
2002,Botswana,46,Sub-Saharan Africa,Upper middle income,6.41,31.1,34.6,7,11.9,6.3300072
2006,Botswana,54.8,Sub-Saharan Africa,Upper middle income,6.45,33.2,14.4,6,11.9,76.31867911
2004,Botswana,48.1,Sub-Saharan Africa,Upper middle income,4.9,32.2,28.4,1,11.8,469.5823898
2001,Botswana,46.7,Sub-Saharan Africa,Upper middle income,5.48,3.5,37.2,1,11.8,306.9527349
2003,Botswana,46.4,Sub-Saharan Africa,Upper middle income,5.51,31.6,31.9,59,11.8,299.3671252
2000,Botswana,47.8,Sub-Saharan Africa,Upper middle income,5.37,29.9,38.8,2672,11.7,250.8916484
2014,Brazil,74.8,Latin America & Caribbean,Upper middle income,7.32,55.3,0.1,876,15.2,83.16465362
2003,Brazil,71.8,Latin America & Caribbean,Upper middle income,6.95,46.1,0.1,2,14.8,15.85781237
2002,Brazil,71.4,Latin America & Caribbean,Upper middle income,7,45.3,0.1,1,14.6,140.9824766
2001,Brazil,71,Latin America & Caribbean,Upper middle income,7.13,44.5,0.1,1,14.3,149.4802091
2013,Brazil,74.7,Latin America & Caribbean,Upper middle income,7.24,54.5,0.1,220,14.2,916.270845
2012,Brazil,74.5,Latin America & Caribbean,Upper middle income,7.55,53.6,0.1,2,14.2,843.1946259
2000,Brazil,75,Latin America & Caribbean,Upper middle income,7.26,43.7,0.1,36,14.1,179.4777293
2004,Brazil,72,Latin America & Caribbean,Upper middle income,6.85,46.9,0.1,0,14,186.6090485
2011,Brazil,74.1,Latin America & Caribbean,Upper middle income,7.58,52.8,0.1,43,14,1084.999766
2005,Brazil,72.7,Latin America & Caribbean,Upper middle income,6.97,47.8,0.1,6,13.8,23.76370075
2006,Brazil,73,Latin America & Caribbean,Upper middle income,7.1,48.6,0.1,57,13.8,30.30374691
2009,Brazil,73.6,Latin America & Caribbean,Upper middle income,7.33,51.1,0.1,0,13.8,564.5233902
2010,Brazil,73.8,Latin America & Caribbean,Upper middle income,7.52,52,0.1,68,13.8,1111.191325
2007,Brazil,73.3,Latin America & Caribbean,Upper middle income,7.19,49.4,0.1,0,13.5,394.9321299
2008,Brazil,73.4,Latin America & Caribbean,Upper middle income,7.21,5.3,0.1,0,13.3,526.3780636
2014,BruneiDarussalam,77.6,East Asia & Pacific,High income,0.01,4.2,0.1,1,15,269.1432784
2013,BruneiDarussalam,77.1,East Asia & Pacific,High income,0.01,39.2,0.1,0,14.9,2845.306444
2012,BruneiDarussalam,78.3,East Asia & Pacific,High income,0.01,38.2,0.1,1,14.4,3192.634413
2006,BruneiDarussalam,76.3,East Asia & Pacific,High income,0.67,32.2,0.1,0,14.3,24.97532919
2007,BruneiDarussalam,76,East Asia & Pacific,High income,0.85,33.2,0.1,0,14.3,2048.557422
2008,BruneiDarussalam,77.2,East Asia & Pacific,High income,0.67,34.2,0.1,3,14.2,2538.941033
2010,BruneiDarussalam,76.9,East Asia & Pacific,High income,0.88,36.2,0.1,0,14.2,2218.364226
2005,BruneiDarussalam,76.2,East Asia & Pacific,High income,0.16,31.2,0.1,9,14.1,179.7147814
2009,BruneiDarussalam,76.8,East Asia & Pacific,High income,0.25,35.2,0.1,2,14.1,1873.686852
2011,BruneiDarussalam,77.4,East Asia & Pacific,High income,0.97,37.2,0.1,4,14.1,295.7730171
2004,BruneiDarussalam,76.4,East Asia & Pacific,High income,0.11,3.1,0.1,16,13.7,1504.30004
2003,BruneiDarussalam,76,East Asia & Pacific,High income,0.12,29.1,0.1,24,13.4,1406.51194
2000,BruneiDarussalam,74.4,East Asia & Pacific,High income,0.37,26.1,0.1,42,13.4,11.79686108
2001,BruneiDarussalam,74.7,East Asia & Pacific,High income,0.47,27,0.1,11,13.4,1078.66244
2002,BruneiDarussalam,74.8,East Asia & Pacific,High income,0.13,28,0.1,0,13.3,941.7036868
2014,Bulgaria,74.3,Europe & Central Asia,Upper middle income,12.03,65.1,0.1,0,14.8,153.1400362
2013,Bulgaria,74.1,Europe & Central Asia,Upper middle income,12.06,64.5,0.1,14,14.4,149.659879
2012,Bulgaria,73.9,Europe & Central Asia,Upper middle income,10.99,63.9,0.1,1,14.3,851.450672
2011,Bulgaria,73.7,Europe & Central Asia,Upper middle income,10.67,63.3,0.1,157,14.2,875.1495189
2010,Bulgaria,73.4,Europe & Central Asia,Upper middle income,10.8,62.7,0.1,22004,13.9,766.4454884
2009,Bulgaria,73.2,Europe & Central Asia,Upper middle income,10.93,62.1,0.1,2249,13.8,661.5144334
2008,Bulgaria,72.9,Europe & Central Asia,Upper middle income,10.98,61.5,0.1,1,13.8,107.9826127
2006,Bulgaria,72.2,Europe & Central Asia,Upper middle income,10.39,6.3,0.1,1,13.5,508.6304588
2005,Bulgaria,72.1,Europe & Central Asia,Upper middle income,10.48,59.7,0.1,3,13.5,456.3404657
2007,Bulgaria,72.6,Europe & Central Asia,Upper middle income,10.89,6.9,0.1,1,13.5,591.5100978
2004,Bulgaria,72.2,Europe & Central Asia,Upper middle income,10.96,59.1,0.1,0,13.3,384.1473028
2000,Bulgaria,71.1,Europe & Central Asia,Upper middle income,9.69,57,0.1,46,12.9,15.2357274
2002,Bulgaria,71.8,Europe & Central Asia,Upper middle income,10.2,58.1,0.1,0,12.9,33.26778134
2001,Bulgaria,71.6,Europe & Central Asia,Upper middle income,10.72,57.5,0.1,8,12.9,25.06262895
2003,Bulgaria,72,Europe & Central Asia,Upper middle income,11.19,58.6,0.1,0,12.9,32.38616103
2014,BurkinaFaso,59.3,Sub-Saharan Africa,Low income,0.01,18.8,0.6,343,7.7,8.386339501
2013,BurkinaFaso,59,Sub-Saharan Africa,Low income,4.64,18.2,0.7,375,7.5,88.97040214
2012,BurkinaFaso,58.6,Sub-Saharan Africa,Low income,4.75,17.7,0.8,7362,7.2,78.76987363
2011,BurkinaFaso,58.1,Sub-Saharan Africa,Low income,4.51,17.1,0.9,860,6.7,85.55592906
2010,BurkinaFaso,57.5,Sub-Saharan Africa,Low income,4.55,16.6,1,2511,6.3,90.46018236
2009,BurkinaFaso,56.9,Sub-Saharan Africa,Low income,4.55,16.1,1.1,54118,5.9,81.14304705
2008,BurkinaFaso,56.1,Sub-Saharan Africa,Low income,4.5,15.6,1.5,395,5.4,107.7988339
2007,BurkinaFaso,55.3,Sub-Saharan Africa,Low income,4.58,15.1,1.7,12,4.9,73.92730583
2006,BurkinaFaso,54.3,Sub-Saharan Africa,Low income,4.73,14.6,2,125,4.7,64.24025208
2005,BurkinaFaso,53.3,Sub-Saharan Africa,Low income,4.88,14.2,2.3,253,4.3,8.769989329
2004,BurkinaFaso,52.4,Sub-Saharan Africa,Low income,4.54,13.7,2.5,77,3.9,56.96108089
2003,BurkinaFaso,51.6,Sub-Saharan Africa,Low income,4.58,13.3,2.9,2946,3.8,41.60951275
2002,BurkinaFaso,51,Sub-Saharan Africa,Low income,4.53,12.9,3.2,1744,3.6,3.195566831
2001,BurkinaFaso,56,Sub-Saharan Africa,Low income,4.56,12.5,3.6,4174,3.5,23.1016899
2000,BurkinaFaso,51,Sub-Saharan Africa,Low income,3.71,12.2,4,6074,3.4,19.83929597
2014,Burundi,59.1,Sub-Saharan Africa,Low income,0.01,18.2,0.7,0,10.6,41.25159038
2013,Burundi,58.6,Sub-Saharan Africa,Low income,0.01,17.6,1,0,10.5,40.15128458
2012,Burundi,58,Sub-Saharan Africa,Low income,0.01,17.1,1.2,49,10.3,38.73170505
2011,Burundi,57.4,Sub-Saharan Africa,Low income,4.16,16.6,1.5,129,9.9,3.595980333
2010,Burundi,56.8,Sub-Saharan Africa,Low income,4.16,16.1,1.9,495,9.3,31.14187566
2009,Burundi,56.2,Sub-Saharan Africa,Low income,4.05,15.7,2.4,305,8.6,2.030494673
2008,Burundi,55.3,Sub-Saharan Africa,Low income,4.33,15.2,2.9,173,7.9,15.99415192
2007,Burundi,54.8,Sub-Saharan Africa,Low income,4.54,14.8,3.4,43,7.2,1.72659515
2006,Burundi,54.1,Sub-Saharan Africa,Low income,4.5,14.5,3.8,784,5.9,21.24915339
2005,Burundi,53.4,Sub-Saharan Africa,Low income,5.54,14.1,4.3,0,5.6,1.747440948
2004,Burundi,52.6,Sub-Saharan Africa,Low income,5.72,13.8,4.8,2,5.2,11.22655347
2003,Burundi,51.9,Sub-Saharan Africa,Low income,5.84,13.5,5.1,224,4.7,6.545263634
2001,Burundi,51.3,Sub-Saharan Africa,Low income,6.09,13,5.3,0,4.5,10.61917585
2000,Burundi,58,Sub-Saharan Africa,Low income,6.61,12.8,5.2,18363,4.5,9.696689164
2002,Burundi,51.5,Sub-Saharan Africa,Low income,5.98,13.3,5.2,1016,4.4,9.660010196
2013,CaboVerde,72.8,Sub-Saharan Africa,Lower middle income,0.01,29.7,0.2,0,13.6,325.6298627
2014,CaboVerde,73,Sub-Saharan Africa,Lower middle income,0.01,3.5,0.2,0,13.5,414.0242418
2012,CaboVerde,72.7,Sub-Saharan Africa,Lower middle income,0.01,29,0.3,0,13.2,33.55888998
2011,CaboVerde,72.6,Sub-Saharan Africa,Lower middle income,5.07,28.2,0.3,0,13.1,4.409153436
2010,CaboVerde,72.5,Sub-Saharan Africa,Lower middle income,4.75,27.5,0.4,0,12.7,286.8907303
2009,CaboVerde,72.4,Sub-Saharan Africa,Lower middle income,4.45,26.8,0.4,0,12.4,339.9777364
2008,CaboVerde,72.4,Sub-Saharan Africa,Lower middle income,4.16,26.2,0.4,0,12.2,360.6208825
2006,CaboVerde,72.1,Sub-Saharan Africa,Lower middle income,4.25,24.9,0.6,0,11.9,26.45133197
2007,CaboVerde,72.3,Sub-Saharan Africa,Lower middle income,5.28,25.5,0.6,0,11.9,345.463714
2000,CaboVerde,69.9,Sub-Saharan Africa,Lower middle income,3.49,21.5,0.8,2,11.3,122.5744699
2002,CaboVerde,77,Sub-Saharan Africa,Lower middle income,3.82,22.6,0.8,0,11.3,155.2072669
2003,CaboVerde,71.1,Sub-Saharan Africa,Lower middle income,4.16,23.2,0.9,0,11.3,209.0865
2005,CaboVerde,71.8,Sub-Saharan Africa,Lower middle income,4.26,24.3,0.8,0,11.2,3.349816965
2004,CaboVerde,71.4,Sub-Saharan Africa,Lower middle income,4.19,23.7,0.8,0,11.1,240.139715
2001,CaboVerde,73,Sub-Saharan Africa,Lower middle income,3.81,22.1,0.8,0,11,150.7434862
2014,Cambodia,68.3,East Asia & Pacific,Lower middle income,0.01,18.9,0.2,0,10.9,12.17952064
2013,Cambodia,67.8,East Asia & Pacific,Lower middle income,0.01,18.2,0.2,0,10.8,8.758214538
2012,Cambodia,67.4,East Asia & Pacific,Lower middle income,0.01,17.6,0.3,15,10.7,6.914723983
2011,Cambodia,67,East Asia & Pacific,Lower middle income,2.12,17,0.3,722,10.7,60.18591771
2010,Cambodia,66.6,East Asia & Pacific,Lower middle income,2.2,16.4,0.5,1156,10.6,56.88416481
2009,Cambodia,66.1,East Asia & Pacific,Lower middle income,2.13,15.9,0.6,4779,10.5,48.35423978
2008,Cambodia,65.6,East Asia & Pacific,Lower middle income,2.24,15.3,0.7,4211,10.5,53.10009046
2007,Cambodia,65,East Asia & Pacific,Lower middle income,2.08,14.8,0.9,394,10.3,57.73516711
2006,Cambodia,64.1,East Asia & Pacific,Lower middle income,2.03,14.3,1.1,188,10.1,51.50447119
2005,Cambodia,62.9,East Asia & Pacific,Lower middle income,1.99,13.9,1.4,264,10,62.21817261
2004,Cambodia,61.5,East Asia & Pacific,Lower middle income,1.38,13.5,1.7,352,9.7,8.38611924
2003,Cambodia,63,East Asia & Pacific,Lower middle income,1.44,13.1,1.9,653,9.3,55.59543946
2002,Cambodia,59.3,East Asia & Pacific,Lower middle income,1.43,12.8,2.1,1361,8.2,30.91060554
2001,Cambodia,58.5,East Asia & Pacific,Lower middle income,1.71,12.4,2.2,3761,7.6,27.68971051
2000,Cambodia,57.7,East Asia & Pacific,Lower middle income,1.51,12.1,2.1,12237,7.2,0.328418056
2014,Cameroon,56.7,Sub-Saharan Africa,Lower middle income,0.01,28.4,3.7,831,10.4,61.39263642
2013,Cameroon,56.4,Sub-Saharan Africa,Lower middle income,0.01,27.8,4,760,10.4,63.07890158
2012,Cameroon,55.9,Sub-Saharan Africa,Lower middle income,0.01,27.2,4.6,609,10.4,68.55839112
2011,Cameroon,55.6,Sub-Saharan Africa,Lower middle income,6.19,26.6,4.9,504,10,83.18071241
2010,Cameroon,55.3,Sub-Saharan Africa,Lower middle income,6.15,26,5.5,240,9.7,100.8987451
2009,Cameroon,54.8,Sub-Saharan Africa,Lower middle income,5.89,25.4,6.3,251,9.2,9.042540892
2008,Cameroon,54.2,Sub-Saharan Africa,Lower middle income,5.9,24.9,6.7,495,8.8,68.7073044
2002,Cameroon,51.6,Sub-Saharan Africa,Lower middle income,4.58,21.8,7.8,1448,8.4,53.70597428
2005,Cameroon,52.8,Sub-Saharan Africa,Lower middle income,5.03,23.3,7.4,605,8.3,73.03276195
2004,Cameroon,52.1,Sub-Saharan Africa,Lower middle income,4.71,22.8,7.5,358,8.2,7.177302132
2006,Cameroon,53.3,Sub-Saharan Africa,Lower middle income,5.22,23.8,7.2,196,8.2,0.962497052
2003,Cameroon,51.8,Sub-Saharan Africa,Lower middle income,4.64,22.3,7.7,899,8.1,67.63925302
2007,Cameroon,53.6,Sub-Saharan Africa,Lower middle income,5.44,24.4,7,100,8,7.562892922
2001,Cameroon,51.5,Sub-Saharan Africa,Lower middle income,4.43,21.3,7.9,23934,7.1,41.73629221
2000,Cameroon,51.4,Sub-Saharan Africa,Lower middle income,3.91,2.9,7.7,14629,6.9,4.720593531
2000,Canada,79.1,North America,High income,7.6,57.8,0.1,206,15.9,3787.49456
2014,Canada,82,North America,High income,8.1,66.4,0.1,418,15.9,102.1902168
2013,Canada,81.8,North America,High income,8.2,65.8,0.1,83,15.9,9733.228019
2011,Canada,81.5,North America,High income,8.2,64.7,0.1,803,15.9,971.9280384
2012,Canada,81.6,North America,High income,8.3,65.3,0.1,10,15.9,9748.636237
2010,Canada,81.2,North America,High income,8.4,64.1,0.1,99,15.9,8649.674911
2009,Canada,81,North America,High income,8.4,63.6,0.1,14,15.9,864.94993
2001,Canada,79.4,North America,High income,7.6,58.5,0.1,34,15.8,3665.089703
2003,Canada,79.7,North America,High income,7.7,6,0.1,15,15.8,4687.845565
2002,Canada,79.5,North America,High income,7.7,59.3,0.1,6,15.8,3895.856308
2004,Canada,80,North America,High income,7.8,6.6,0.1,7,15.8,5513.329924
2005,Canada,81,North America,High income,8,61.3,0.1,6,15.8,6333.177967
2006,Canada,85,North America,High income,8.2,61.9,0.1,13,15.8,771.1817686
2008,Canada,87,North America,High income,8.3,63,0.1,62,15.8,8433.936814
2007,Canada,85,North America,High income,8.3,62.5,0.1,101,15.8,7946.743581
2014,CentralAfricanRepublic,58,Sub-Saharan Africa,Low income,0.01,22.1,4.5,210,7.1,53.43964323
2013,CentralAfricanRepublic,49.9,Sub-Saharan Africa,Low income,0.01,21.6,5.1,596,7.1,52.37766601
2012,CentralAfricanRepublic,53,Sub-Saharan Africa,Low income,0.01,21.2,5.1,141,7.1,7.344808214
2011,CentralAfricanRepublic,49.8,Sub-Saharan Africa,Low income,1.66,2.7,5.8,679,6.8,58.52947463
2010,CentralAfricanRepublic,49.2,Sub-Saharan Africa,Low income,1.67,2.2,6.6,2,6.6,43.48359197
2009,CentralAfricanRepublic,48.6,Sub-Saharan Africa,Low income,1.56,19.8,7.3,11,6.4,40.45156933
2008,CentralAfricanRepublic,47.6,Sub-Saharan Africa,Low income,1.52,19.4,8.3,12,6.3,67.34137528
2007,CentralAfricanRepublic,46.8,Sub-Saharan Africa,Low income,1.5,19,9,49,6.2,60.04884821
2006,CentralAfricanRepublic,46.3,Sub-Saharan Africa,Low income,1.54,18.6,10,3,6,46.90117916
2005,CentralAfricanRepublic,45.9,Sub-Saharan Africa,Low income,1.5,18.2,11.2,471,5.9,40.92207976
2004,CentralAfricanRepublic,45.7,Sub-Saharan Africa,Low income,1.5,17.9,12,1233,5.7,41.50111735
2003,CentralAfricanRepublic,45.7,Sub-Saharan Africa,Low income,1.49,17.5,12.8,652,5.6,46.11619441
2002,CentralAfricanRepublic,45.6,Sub-Saharan Africa,Low income,1.47,17.2,13.4,938,5.4,31.5941587
2001,CentralAfricanRepublic,45.6,Sub-Saharan Africa,Low income,1.52,16.8,13.9,2837,5.3,33.65315697
2000,CentralAfricanRepublic,46,Sub-Saharan Africa,Low income,1.51,16.5,14.3,3207,5.2,30.78382657
2014,Chad,52.6,Sub-Saharan Africa,Low income,0.01,18.7,2.9,1275,7.3,11.3020668
2012,Chad,51.8,Sub-Saharan Africa,Low income,0.62,17.9,3.6,120,7.3,57.8242709
2013,Chad,52.2,Sub-Saharan Africa,Low income,0.64,18.2,3.1,226,7.3,76.52382535
2010,Chad,51.2,Sub-Saharan Africa,Low income,0.5,17.1,4.1,194,6.7,43.57328908
2011,Chad,51.6,Sub-Saharan Africa,Low income,0.56,17.5,3.9,8650,6.7,67.76269089
2009,Chad,57,Sub-Saharan Africa,Low income,0.47,16.7,4.4,165,6.3,4.982900401
2008,Chad,49.6,Sub-Saharan Africa,Low income,0.45,16.4,4.7,63,6,49.09198224
2007,Chad,49.4,Sub-Saharan Africa,Low income,0.42,16.1,4.9,441,5.7,5.962923532
2004,Chad,48.5,Sub-Saharan Africa,Low income,0.34,15.1,5.2,10324,5.6,72.38451279
2005,Chad,48.6,Sub-Saharan Africa,Low income,0.42,15.4,5.2,2,5.6,8.936064632
2006,Chad,48.5,Sub-Saharan Africa,Low income,0.41,15.7,5.1,1594,5.5,62.67225971
2003,Chad,48.4,Sub-Saharan Africa,Low income,0.42,14.8,5.1,15801,5.4,3.979243535
2002,Chad,48.1,Sub-Saharan Africa,Low income,0.36,14.4,5,7277,5.1,3.039691193
2001,Chad,48,Sub-Saharan Africa,Low income,0.3,14.1,4.8,24908,4.9,26.87439074
2000,Chad,47.6,Sub-Saharan Africa,Low income,0.25,13.9,4.6,3546,4.7,21.52701616
